transaction_id,customer_id,transaction_timestamp,transaction_amount,payment_method,device_type,location,merchant_category,is_international,transaction_frequency_24h,avg_transaction_amount_7d,failed_transaction_count_24h,account_age_days,previous_fraud_flag,unusual_amount_flag,unusual_location_flag,multiple_transactions_short_time,high_risk_device_flag,velocity_flag,fraud_flag,fraud_risk
T0004779,C12902,2025-12-16 19:56:23.777553,123.89,Apple Pay,Tablet,India,Gaming,1,7,157.69,3,50,1,0,1,0,0,0,1,Medium
T0004780,C08497,2025-07-06 19:56:23.777571,202.21,PayPal,Desktop,Australia,Groceries,1,7,154.93,4,113,0,0,1,0,0,0,0,Medium
T0004781,C27590,2025-06-13 19:56:23.777588,263.52,PayPal,Desktop,India,Luxury,0,11,46.99,4,1719,1,1,0,1,0,1,1,High
T0004782,C01183,2025-06-08 19:56:23.777617,17.67,Debit Card,Desktop,USA,Travel,0,13,25.58,3,1726,1,0,0,1,0,1,1,Medium
T0004783,C16226,2026-02-03 19:56:23.777647,83.67,Google Pay,Tablet,Australia,Gaming,0,3,102.67,4,370,1,0,0,0,0,0,0,Medium
T0004784,C13054,2025-11-20 19:56:23.777680,128.14,PayPal,Tablet,Germany,Electronics,0,11,146.07,3,557,1,0,0,1,0,1,1,Medium
T0004785,C07767,2025-09-17 19:56:23.777714,171.76,Apple Pay,Desktop,Germany,Gaming,1,2,68.25,2,1429,0,1,1,0,0,0,1,Medium
T0004786,C00239,2025-10-21 19:56:23.777745,165.46,Google Pay,Tablet,UK,Groceries,0,5,48.37,3,728,0,1,0,0,0,0,0,Medium
T0004787,C13203,2025-07-07 19:56:23.777775,54.66,Google Pay,Mobile,Australia,Travel,0,7,118.6,3,1297,0,0,0,0,0,0,0,Low
T0004788,C09927,2025-08-05 19:56:23.777807,7.25,Apple Pay,Tablet,Canada,Fashion,0,12,160.73,3,710,0,0,0,1,0,1,0,Medium
T0004789,C15028,2026-01-13 19:56:23.777839,18.7,Credit Card,Desktop,USA,Luxury,0,10,118.42,3,1946,1,0,0,1,0,0,1,Medium
T0004790,C28833,2025-10-15 19:56:23.777861,47.19,PayPal,Mobile,Australia,Electronics,0,5,101.89,0,1429,1,0,0,0,1,0,0,Low
T0004791,C01504,2026-02-17 19:56:23.777881,101.26,Google Pay,Desktop,Germany,Travel,1,11,57.39,4,1403,0,0,1,1,0,1,1,Medium
T0004792,C20698,2025-07-07 19:56:23.777900,35.43,Apple Pay,Mobile,UK,Groceries,1,14,129.06,3,356,1,0,1,1,1,1,1,High
T0004793,C21225,2025-09-24 19:56:23.777923,355.54,Credit Card,Tablet,India,Fashion,1,6,59.6,3,1030,1,1,1,0,0,0,1,High
T0004794,C07157,2026-02-20 19:56:23.777942,5.49,PayPal,Mobile,Germany,Gaming,1,11,107.59,0,1621,1,0,1,1,0,1,1,Medium
T0004795,C04805,2026-04-03 19:56:23.777961,158.32,Apple Pay,Mobile,USA,Travel,1,9,163.43,1,1472,0,0,1,1,0,0,0,Medium
T0004796,C01472,2025-08-26 19:56:23.777980,226.55,Credit Card,Tablet,Germany,Travel,0,6,153.54,1,1404,1,0,0,0,0,0,0,Low
T0004797,C09799,2025-08-08 19:56:23.778012,96.04,Google Pay,Tablet,India,Luxury,1,3,154.56,4,983,1,0,1,0,0,0,1,Medium
T0004798,C15380,2026-01-17 19:56:23.778032,128.62,PayPal,Mobile,USA,Fashion,0,10,173.11,0,1079,1,0,0,1,0,0,0,Low
T0004799,C29146,2025-11-17 19:56:23.778050,80.35,Apple Pay,Tablet,Canada,Gaming,1,10,154.95,3,1723,1,0,1,1,0,0,1,High
T0004800,C19335,2026-01-13 19:56:23.778069,33.94,Debit Card,Mobile,Canada,Travel,1,3,60.28,0,1640,0,0,1,0,0,0,0,Low
T0004801,C00951,2025-10-06 19:56:23.778087,49.12,Credit Card,Desktop,India,Travel,1,6,147.95,2,1126,1,0,1,0,0,0,1,Medium
T0004802,C02792,2025-06-09 19:56:23.778108,23.38,Apple Pay,Mobile,Germany,Electronics,0,5,132.27,3,1293,0,0,0,0,0,0,0,Low
T0004803,C28269,2026-01-09 19:56:23.778128,170.84,PayPal,Mobile,UK,Gaming,0,3,193.0,2,1383,1,0,0,0,0,0,0,Low
T0004804,C21123,2025-07-03 19:56:23.778146,89.27,Debit Card,Tablet,USA,Travel,1,2,115.11,2,266,0,0,1,0,0,0,0,Low
T0004805,C13476,2025-08-17 19:56:23.778164,93.21,Credit Card,Mobile,Canada,Electronics,1,10,199.59,2,891,0,0,1,1,0,0,0,Medium
T0004806,C20578,2025-10-05 19:56:23.778183,407.18,Apple Pay,Mobile,USA,Electronics,1,5,180.06,3,1012,1,1,1,0,0,0,1,High
T0004807,C14912,2025-08-03 19:56:23.778201,229.13,Apple Pay,Tablet,Australia,Gaming,0,1,157.3,2,406,1,0,0,0,0,0,0,Low
T0004808,C23946,2025-12-14 19:56:23.778218,172.64,PayPal,Mobile,UK,Travel,0,11,143.07,4,694,1,0,0,1,0,1,1,Medium
T0004809,C06982,2025-09-21 19:56:23.778236,23.29,PayPal,Tablet,Canada,Groceries,1,14,182.64,4,236,0,0,1,1,0,1,1,Medium
T0004810,C20323,2026-02-23 19:56:23.778260,13.77,Debit Card,Mobile,Germany,Electronics,1,4,29.7,0,1696,0,0,1,0,0,0,0,Low
T0004811,C28406,2025-09-11 19:56:23.778283,52.99,Debit Card,Tablet,India,Luxury,0,8,25.18,2,509,1,1,0,0,0,0,1,Medium
T0004812,C02711,2025-09-23 19:56:23.778306,35.52,Google Pay,Tablet,Germany,Gaming,1,6,103.58,0,1160,1,0,1,0,0,0,0,Medium
T0004813,C27153,2025-12-15 19:56:23.778325,237.58,Google Pay,Desktop,USA,Fashion,1,12,119.85,2,1163,1,0,1,1,0,1,1,High
T0004814,C00785,2026-01-18 19:56:23.778343,164.27,PayPal,Tablet,USA,Travel,0,10,172.46,3,1514,1,0,0,1,0,0,1,Medium
T0004815,C00167,2025-04-30 19:56:23.778364,5.54,PayPal,Mobile,India,Fashion,1,11,81.78,0,966,0,0,1,1,0,1,0,Medium
T0004816,C06774,2025-06-02 19:56:23.778384,409.55,Debit Card,Mobile,Germany,Electronics,0,6,170.38,2,323,1,1,0,0,0,0,1,Medium
T0004817,C19674,2026-02-05 19:56:23.778403,6.93,PayPal,Desktop,India,Electronics,0,5,166.0,0,412,1,0,0,0,0,0,0,Low
T0004818,C08023,2026-04-15 19:56:23.778421,27.09,PayPal,Tablet,Australia,Groceries,1,7,22.96,1,702,0,0,1,0,0,0,0,Low
T0004819,C26382,2026-03-31 19:56:23.778440,305.75,Debit Card,Tablet,India,Electronics,0,8,163.79,4,1911,0,0,0,0,0,0,0,Low
T0004820,C03850,2026-02-15 19:56:23.778458,103.62,PayPal,Mobile,USA,Fashion,1,2,71.81,4,434,1,0,1,0,0,0,1,Medium
T0004821,C06570,2026-03-21 19:56:23.778478,11.86,Google Pay,Tablet,USA,Fashion,0,9,64.06,0,880,1,0,0,1,0,0,0,Low
T0004822,C26469,2026-04-02 19:56:23.778510,291.6,Google Pay,Tablet,USA,Fashion,1,11,130.92,3,1594,0,1,1,1,0,1,1,High
T0004823,C29821,2026-04-02 19:56:23.778542,83.19,Apple Pay,Desktop,Germany,Fashion,1,12,191.66,4,1682,1,0,1,1,0,1,1,High
T0004824,C29990,2025-08-09 19:56:23.778562,75.99,Debit Card,Desktop,India,Gaming,1,4,79.19,3,602,1,0,1,0,0,0,1,Medium
T0004825,C26587,2025-08-04 19:56:23.778580,636.55,PayPal,Desktop,Australia,Fashion,0,5,121.13,2,423,1,1,0,0,0,0,1,Medium
T0004826,C17245,2026-03-08 19:56:23.778598,54.35,Debit Card,Mobile,Germany,Gaming,1,6,103.79,1,1313,0,0,1,0,0,0,0,Low
T0004827,C28520,2026-02-19 19:56:23.778616,7.25,Credit Card,Desktop,UK,Gaming,1,2,73.09,3,1325,1,0,1,0,0,0,1,Medium
T0004828,C11250,2026-01-26 19:56:23.778638,177.31,Apple Pay,Desktop,Australia,Gaming,1,6,114.08,4,188,1,0,1,0,0,0,1,Medium
T0004829,C25672,2025-08-04 19:56:23.778657,284.9,Debit Card,Desktop,Canada,Electronics,0,8,152.89,4,746,0,0,0,0,0,0,0,Low
T0004830,C16820,2026-02-26 19:56:23.778677,45.45,PayPal,Tablet,Australia,Groceries,1,3,179.15,4,326,1,0,1,0,0,0,1,Medium
T0004831,C24306,2025-08-17 19:56:23.778695,117.98,Credit Card,Desktop,USA,Luxury,1,5,27.7,0,324,1,1,1,0,0,0,1,Medium
T0004832,C24976,2025-12-01 19:56:23.778713,49.61,PayPal,Tablet,Australia,Luxury,1,6,161.2,4,1849,0,0,1,0,0,0,0,Medium
T0004833,C00998,2025-08-12 19:56:23.778733,101.76,Apple Pay,Tablet,Canada,Luxury,0,14,34.67,2,865,1,1,0,1,0,1,1,High
T0004834,C09519,2026-04-09 19:56:23.778752,72.0,Apple Pay,Desktop,USA,Gaming,0,5,164.82,1,1392,1,0,0,0,0,0,0,Low
T0004835,C11833,2025-11-04 19:56:23.778770,20.87,PayPal,Tablet,Australia,Groceries,1,9,37.95,2,1715,0,0,1,1,0,0,0,Medium
T0004836,C16657,2025-08-12 19:56:23.778790,70.81,Apple Pay,Mobile,Germany,Travel,0,11,45.95,0,341,0,0,0,1,0,1,0,Low
T0004837,C25427,2025-11-13 19:56:23.778808,542.3,Apple Pay,Desktop,India,Groceries,1,4,127.07,2,577,1,1,1,0,0,0,1,High
T0004838,C12194,2025-07-10 19:56:23.778831,159.99,Debit Card,Desktop,Canada,Fashion,0,5,35.99,3,657,0,1,0,0,0,0,0,Medium
T0004839,C16854,2025-09-13 19:56:23.778862,16.27,Apple Pay,Desktop,Australia,Gaming,0,2,180.22,1,1365,0,0,0,0,0,0,0,Low
T0004840,C15399,2025-06-19 19:56:23.778882,458.0,PayPal,Mobile,India,Groceries,0,8,136.15,2,1431,0,1,0,0,1,0,0,Medium
T0004841,C19656,2025-12-06 19:56:23.778900,10.11,Apple Pay,Tablet,Australia,Groceries,1,14,65.6,1,141,1,0,1,1,0,1,1,High
T0004842,C23581,2026-03-07 19:56:23.778919,510.67,Google Pay,Desktop,UK,Groceries,1,8,86.67,2,942,0,1,1,0,0,0,1,Medium
T0004843,C25825,2025-09-27 19:56:23.778936,4.64,Debit Card,Mobile,UK,Groceries,1,12,192.75,3,135,1,0,1,1,0,1,1,High
T0004844,C29545,2026-04-15 19:56:23.778954,81.38,PayPal,Desktop,India,Gaming,0,9,96.24,4,517,1,0,0,1,0,0,1,Medium
T0004845,C24060,2026-04-20 19:56:23.778972,311.9,Debit Card,Desktop,USA,Travel,1,12,191.7,0,1481,0,0,1,1,0,1,0,Medium
T0004846,C04835,2025-05-18 19:56:23.778990,73.19,Credit Card,Desktop,Canada,Groceries,1,4,141.92,4,1943,0,0,1,0,0,0,0,Medium
T0004847,C26773,2025-10-24 19:56:23.779007,146.72,PayPal,Tablet,Australia,Electronics,0,10,67.61,1,154,0,1,0,1,0,0,0,Medium
T0004848,C16268,2025-06-08 19:56:23.779027,87.91,PayPal,Mobile,Canada,Gaming,0,12,116.37,2,742,1,0,0,1,1,1,1,Medium
T0004849,C07886,2025-12-03 19:56:23.779046,254.51,PayPal,Desktop,Germany,Travel,1,12,140.44,0,1718,1,0,1,1,0,1,1,Medium
T0004850,C26261,2026-01-25 19:56:23.779073,60.8,Debit Card,Desktop,Germany,Groceries,0,7,47.29,2,961,0,0,0,0,0,0,0,Low
T0004851,C26029,2025-05-29 19:56:23.779098,8.24,Google Pay,Tablet,India,Electronics,1,7,121.46,0,730,1,0,1,0,0,0,0,Medium
T0004852,C18367,2025-06-21 19:56:23.779119,244.47,Apple Pay,Mobile,Canada,Luxury,1,3,120.82,4,606,0,1,1,0,0,0,1,Medium
T0004853,C01666,2025-12-01 19:56:23.779143,3.78,PayPal,Mobile,India,Luxury,0,8,151.63,0,819,0,0,0,0,0,0,0,Low
T0004854,C15452,2025-07-18 19:56:23.779161,72.06,Debit Card,Mobile,USA,Travel,1,1,162.88,4,1692,1,0,1,0,0,0,1,Medium
T0004855,C18219,2025-10-16 19:56:23.779180,448.04,Credit Card,Tablet,Australia,Luxury,0,2,190.61,4,221,0,1,0,0,0,0,0,Medium
T0004856,C22282,2025-09-27 19:56:23.779199,4.07,Credit Card,Tablet,Germany,Electronics,0,14,30.55,0,313,1,0,0,1,0,1,0,Medium
T0004857,C01095,2025-10-24 19:56:23.779220,42.88,Credit Card,Tablet,UK,Electronics,1,2,62.39,2,1562,0,0,1,0,0,0,0,Low
T0004858,C12106,2026-01-16 19:56:23.779239,23.64,Credit Card,Mobile,UK,Gaming,0,8,24.15,1,376,1,0,0,0,0,0,0,Low
T0004859,C23206,2026-01-23 19:56:23.779257,144.07,Debit Card,Tablet,UK,Travel,0,12,108.02,4,1528,1,0,0,1,0,1,1,Medium
T0004860,C19250,2026-04-09 19:56:23.779275,21.16,Apple Pay,Mobile,Australia,Gaming,0,2,198.33,1,303,0,0,0,0,0,0,0,Low
T0004861,C05557,2025-05-30 19:56:23.779293,10.54,Google Pay,Tablet,Germany,Groceries,0,7,93.53,4,795,0,0,0,0,0,0,0,Low
T0004862,C09285,2025-09-12 19:56:23.779311,28.4,Apple Pay,Desktop,India,Fashion,0,8,148.99,1,1294,1,0,0,0,0,0,0,Low
T0004863,C24502,2025-12-12 19:56:23.779342,159.05,PayPal,Tablet,USA,Gaming,0,9,68.22,1,1635,0,1,0,1,0,0,0,Medium
T0004864,C22917,2026-03-14 19:56:23.779361,74.68,Apple Pay,Desktop,UK,Groceries,0,9,112.46,0,650,1,0,0,1,0,0,0,Low
T0004865,C15753,2025-12-09 19:56:23.779379,55.69,PayPal,Tablet,India,Electronics,0,12,97.72,3,1264,1,0,0,1,0,1,1,Medium
T0004866,C08443,2025-09-05 19:56:23.779400,206.71,Google Pay,Tablet,UK,Travel,0,14,84.12,4,1499,1,1,0,1,0,1,1,High
T0004867,C13320,2025-12-29 19:56:23.779420,305.92,Google Pay,Tablet,Australia,Electronics,1,13,40.07,1,684,1,1,1,1,0,1,1,High
T0004868,C22384,2025-05-11 19:56:23.779438,356.13,Google Pay,Desktop,Canada,Gaming,1,4,166.87,4,688,1,1,1,0,0,0,1,High
T0004869,C05531,2025-11-22 19:56:23.779456,75.08,PayPal,Tablet,India,Groceries,1,6,48.6,2,759,0,0,1,0,0,0,0,Low
T0004870,C12584,2025-06-22 19:56:23.779474,140.51,Debit Card,Tablet,Germany,Electronics,0,3,108.46,2,1091,1,0,0,0,0,0,0,Low
T0004871,C26555,2025-11-14 19:56:23.779492,201.17,Debit Card,Desktop,India,Fashion,1,8,35.58,2,672,1,1,1,0,0,0,1,High
T0004872,C20154,2025-12-09 19:56:23.779512,276.69,Google Pay,Mobile,Australia,Electronics,0,7,142.86,4,1808,1,0,0,0,1,0,1,Medium
T0004873,C27751,2025-07-20 19:56:23.779531,108.41,Apple Pay,Desktop,Germany,Travel,1,1,108.96,2,1842,1,0,1,0,0,0,1,Medium
T0004874,C21879,2025-08-08 19:56:23.779549,97.27,Google Pay,Mobile,Australia,Fashion,0,7,185.93,3,827,0,0,0,0,1,0,0,Low
T0004875,C07963,2025-05-25 19:56:23.779567,29.64,Debit Card,Desktop,India,Fashion,0,7,181.91,1,1692,1,0,0,0,0,0,0,Low
T0004876,C29600,2026-04-04 19:56:23.779604,4.13,Apple Pay,Desktop,UK,Luxury,0,2,184.27,0,1517,0,0,0,0,0,0,0,Low
T0004877,C18285,2025-12-13 19:56:23.779623,63.44,Debit Card,Desktop,Australia,Gaming,0,12,111.16,2,1586,0,0,0,1,0,1,0,Low
T0004878,C13556,2025-08-22 19:56:23.779641,7.02,Apple Pay,Tablet,Germany,Gaming,1,4,135.99,1,1171,1,0,1,0,0,0,1,Medium
T0004879,C08016,2026-04-04 19:56:23.779662,74.39,PayPal,Desktop,Canada,Luxury,1,13,125.3,3,287,1,0,1,1,0,1,1,High
T0004880,C25414,2025-09-12 19:56:23.779681,87.88,Apple Pay,Tablet,Australia,Gaming,1,1,97.27,1,571,1,0,1,0,0,0,1,Medium
T0004881,C12628,2025-07-17 19:56:23.779699,255.98,Debit Card,Mobile,Canada,Travel,0,5,134.59,2,113,1,0,0,0,0,0,0,Low
T0004882,C20880,2025-08-28 19:56:23.779717,125.86,Google Pay,Desktop,Australia,Groceries,1,8,76.62,4,310,1,0,1,0,0,0,1,Medium
T0004883,C07040,2025-09-30 19:56:23.779735,2.94,Credit Card,Mobile,India,Groceries,0,4,116.55,3,938,0,0,0,0,0,0,0,Low
T0004884,C14235,2025-10-31 19:56:23.779753,83.54,Credit Card,Desktop,Canada,Electronics,0,7,34.49,2,1836,0,1,0,0,0,0,0,Low
T0004885,C09563,2026-02-12 19:56:23.779773,53.17,Apple Pay,Tablet,Germany,Groceries,0,6,135.92,2,893,1,0,0,0,0,0,0,Low
T0004886,C14940,2026-03-10 19:56:23.779792,38.98,Google Pay,Mobile,USA,Electronics,1,2,70.57,2,1941,0,0,1,0,0,0,0,Low
T0004887,C18732,2025-08-03 19:56:23.779811,51.71,PayPal,Tablet,Australia,Travel,1,2,87.34,3,1293,0,0,1,0,0,0,0,Medium
T0004888,C12258,2025-06-13 19:56:23.779828,126.7,Google Pay,Mobile,UK,Groceries,0,13,59.97,4,1296,1,1,0,1,1,1,1,High
T0004889,C01628,2025-07-26 19:56:23.779846,12.27,Debit Card,Tablet,Canada,Fashion,0,1,35.31,4,747,0,0,0,0,0,0,0,Low
T0004890,C23252,2025-07-16 19:56:23.779864,199.53,Debit Card,Desktop,India,Travel,1,5,30.78,4,392,0,1,1,0,0,0,1,Medium
T0004891,C22008,2025-07-02 19:56:23.779882,36.03,Debit Card,Desktop,UK,Gaming,0,4,172.52,0,1139,0,0,0,0,0,0,0,Low
T0004892,C03139,2026-04-30 19:56:23.779906,179.7,Apple Pay,Mobile,Australia,Electronics,1,13,34.31,2,627,0,1,1,1,1,1,1,High
T0004893,C01251,2025-10-26 19:56:23.779939,70.61,PayPal,Mobile,Germany,Travel,0,4,142.81,2,46,0,0,0,0,0,0,0,Low
T0004894,C29498,2025-05-30 19:56:23.779960,23.01,Google Pay,Tablet,India,Gaming,1,1,88.05,4,1739,1,0,1,0,0,0,1,Medium
T0004895,C00686,2025-11-11 19:56:23.779980,40.79,PayPal,Desktop,USA,Gaming,0,2,129.42,4,1684,0,0,0,0,0,0,0,Low
T0004896,C20331,2025-09-23 19:56:23.779997,33.8,Google Pay,Mobile,Canada,Fashion,0,11,38.77,4,1165,0,0,0,1,0,1,0,Medium
T0004897,C01467,2025-11-22 19:56:23.780017,105.67,PayPal,Tablet,India,Electronics,0,12,54.92,3,1724,1,0,0,1,0,1,1,Medium
T0004898,C07237,2026-04-10 19:56:23.780035,27.48,Debit Card,Mobile,USA,Electronics,1,4,112.9,0,845,0,0,1,0,1,0,0,Low
T0004899,C13155,2025-07-23 19:56:23.780053,130.53,Apple Pay,Desktop,Canada,Electronics,1,11,101.04,3,911,0,0,1,1,0,1,1,Medium
T0004900,C09258,2025-09-14 19:56:23.780074,124.64,Google Pay,Mobile,USA,Fashion,0,13,92.12,3,174,1,0,0,1,0,1,1,Medium
T0004901,C14532,2025-12-07 19:56:23.780093,100.11,PayPal,Mobile,UK,Travel,0,12,60.41,1,1830,1,0,0,1,0,1,1,Medium
T0004902,C28046,2026-04-08 19:56:23.780111,48.12,Apple Pay,Mobile,UK,Groceries,0,3,66.12,3,1088,1,0,0,0,0,0,0,Medium
T0004903,C11134,2025-08-12 19:56:23.780136,112.29,Apple Pay,Desktop,UK,Groceries,0,1,56.34,4,1822,1,0,0,0,0,0,0,Medium
T0004904,C10872,2025-11-08 19:56:23.780171,63.07,Credit Card,Desktop,India,Luxury,0,6,21.38,4,584,0,1,0,0,0,0,0,Medium
T0004905,C07929,2025-10-05 19:56:23.780189,38.08,Apple Pay,Tablet,USA,Luxury,1,14,189.83,1,1286,0,0,1,1,0,1,1,Medium
T0004906,C10292,2026-03-04 19:56:23.780208,637.05,Credit Card,Mobile,Canada,Travel,0,7,152.29,2,1971,1,1,0,0,0,0,1,Medium
T0004907,C18975,2026-04-29 19:56:23.780226,30.61,Debit Card,Desktop,USA,Electronics,1,12,133.41,4,1017,0,0,1,1,0,1,1,Medium
T0004908,C22867,2025-08-06 19:56:23.780244,3.66,Debit Card,Desktop,India,Fashion,0,12,53.89,2,1946,0,0,0,1,0,1,0,Low
T0004909,C11960,2026-01-24 19:56:23.780263,25.1,PayPal,Tablet,UK,Groceries,0,6,138.46,1,145,0,0,0,0,0,0,0,Low
T0004910,C17359,2025-12-07 19:56:23.780281,49.89,Credit Card,Mobile,India,Travel,1,11,183.67,2,787,1,0,1,1,0,1,1,High
T0004911,C19061,2025-11-30 19:56:23.780299,59.9,PayPal,Mobile,USA,Fashion,0,10,39.42,4,1813,0,0,0,1,0,0,0,Low
T0004912,C12975,2025-05-16 19:56:23.780321,229.92,PayPal,Desktop,Australia,Luxury,1,3,49.73,2,995,1,1,1,0,0,0,1,High
T0004913,C03617,2025-07-11 19:56:23.780340,74.75,Credit Card,Mobile,Australia,Groceries,0,14,186.29,4,509,0,0,0,1,0,1,0,Medium
T0004914,C23269,2025-11-25 19:56:23.780359,13.43,Google Pay,Desktop,USA,Fashion,0,2,172.32,3,1728,0,0,0,0,0,0,0,Low
T0004915,C06238,2025-12-06 19:56:23.780377,22.28,Debit Card,Desktop,Australia,Travel,1,11,163.81,1,546,0,0,1,1,0,1,1,Medium
T0004916,C06655,2025-12-30 19:56:23.780408,30.18,PayPal,Desktop,India,Fashion,0,5,71.45,3,1453,1,0,0,0,0,0,0,Medium
T0004917,C15253,2025-05-07 19:56:23.780427,132.34,PayPal,Mobile,Germany,Fashion,0,3,39.47,3,1821,1,1,0,0,0,0,1,Medium
T0004918,C14774,2025-09-13 19:56:23.780445,176.96,Credit Card,Tablet,Australia,Travel,0,12,127.47,3,1533,0,0,0,1,0,1,0,Medium
T0004919,C00352,2025-12-13 19:56:23.780471,73.86,Google Pay,Mobile,USA,Fashion,1,4,194.88,4,1015,0,0,1,0,0,0,0,Medium
T0004920,C18082,2025-05-17 19:56:23.780491,31.55,Google Pay,Mobile,Australia,Groceries,0,7,132.46,2,1328,1,0,0,0,0,0,0,Low
T0004921,C12475,2025-08-03 19:56:23.780516,58.09,PayPal,Desktop,India,Electronics,0,8,168.75,1,382,1,0,0,0,0,0,0,Low
T0004922,C11620,2025-06-25 19:56:23.780535,74.82,Google Pay,Desktop,Australia,Fashion,0,5,154.26,4,367,0,0,0,0,0,0,0,Low
T0004923,C01001,2025-05-06 19:56:23.780553,5.55,Google Pay,Mobile,Australia,Electronics,0,4,47.51,1,1446,1,0,0,0,1,0,0,Medium
T0004924,C25378,2025-10-19 19:56:23.780571,467.78,Debit Card,Mobile,Australia,Travel,0,2,149.51,0,458,0,1,0,0,0,0,0,Low
T0004925,C09422,2025-06-05 19:56:23.780590,19.56,Credit Card,Mobile,Germany,Travel,1,7,196.99,1,476,1,0,1,0,1,0,1,Medium
T0004926,C11482,2025-05-05 19:56:23.780607,32.98,Google Pay,Desktop,UK,Fashion,1,8,88.07,4,1277,1,0,1,0,0,0,1,Medium
T0004927,C27556,2025-10-24 19:56:23.780625,43.66,Apple Pay,Mobile,Australia,Groceries,1,3,114.05,4,377,1,0,1,0,1,0,1,High
T0004928,C00220,2025-07-09 19:56:23.780657,37.49,Apple Pay,Desktop,UK,Gaming,1,13,178.98,1,602,0,0,1,1,0,1,1,Medium
T0004929,C28860,2025-06-03 19:56:23.780690,151.28,Apple Pay,Desktop,UK,Electronics,1,1,79.96,3,795,0,0,1,0,0,0,0,Medium
T0004930,C19038,2025-05-27 19:56:23.780712,479.88,Apple Pay,Desktop,USA,Luxury,0,4,72.1,4,788,0,1,0,0,0,0,0,Medium
T0004931,C26840,2026-03-28 19:56:23.780733,111.61,Credit Card,Tablet,India,Electronics,0,5,114.1,1,920,0,0,0,0,0,0,0,Low
T0004932,C19870,2026-01-08 19:56:23.780752,89.79,Google Pay,Mobile,Germany,Electronics,1,7,192.53,3,1032,0,0,1,0,0,0,0,Medium
T0004933,C26693,2025-07-20 19:56:23.780771,42.21,Credit Card,Tablet,India,Fashion,0,13,43.23,1,1329,0,0,0,1,0,1,0,Low
T0004934,C04455,2025-08-18 19:56:23.780788,123.38,PayPal,Tablet,UK,Luxury,1,6,127.16,0,1351,0,0,1,0,0,0,0,Low
T0004935,C21856,2025-05-12 19:56:23.780806,43.5,Credit Card,Desktop,India,Electronics,1,8,161.14,3,1453,1,0,1,0,0,0,1,Medium
T0004936,C09095,2025-05-22 19:56:23.780824,58.05,Credit Card,Mobile,Australia,Electronics,1,9,190.96,0,1207,1,0,1,1,0,0,1,Medium
T0004937,C18454,2025-11-10 19:56:23.780842,188.66,PayPal,Tablet,Australia,Travel,1,7,62.55,3,863,1,1,1,0,0,0,1,High
T0004938,C00924,2025-08-22 19:56:23.780863,24.47,PayPal,Mobile,Australia,Travel,1,5,114.0,3,1494,1,0,1,0,1,0,1,High
T0004939,C22786,2025-07-16 19:56:23.780881,150.58,Credit Card,Tablet,UK,Groceries,0,8,103.97,2,67,0,0,0,0,0,0,0,Low
T0004940,C28355,2026-02-28 19:56:23.780902,58.25,Google Pay,Desktop,India,Luxury,0,14,199.76,4,721,0,0,0,1,0,1,0,Medium
T0004941,C21722,2025-09-07 19:56:23.780921,180.55,PayPal,Tablet,Germany,Electronics,1,2,23.56,4,1135,0,1,1,0,0,0,1,Medium
T0004942,C01597,2025-08-20 19:56:23.780939,71.86,Google Pay,Mobile,India,Travel,1,3,148.3,2,535,1,0,1,0,1,0,1,Medium
T0004943,C20938,2025-08-31 19:56:23.780960,93.52,Google Pay,Desktop,Germany,Fashion,0,13,136.33,4,1968,0,0,0,1,0,1,0,Medium
T0004944,C23948,2026-03-04 19:56:23.780989,56.16,Google Pay,Tablet,India,Travel,1,11,78.68,1,1965,1,0,1,1,0,1,1,High
T0004945,C09246,2025-08-18 19:56:23.781016,100.22,Google Pay,Tablet,UK,Gaming,1,4,80.66,3,135,1,0,1,0,0,0,1,Medium
T0004946,C21846,2025-05-18 19:56:23.781172,5.33,Debit Card,Tablet,Germany,Gaming,1,7,159.4,2,1614,1,0,1,0,0,0,1,Medium
T0004947,C07707,2025-10-22 19:56:23.781251,89.72,Credit Card,Tablet,Germany,Fashion,1,3,95.95,2,1007,1,0,1,0,0,0,1,Medium
T0004948,C11491,2026-02-15 19:56:23.781295,164.41,Apple Pay,Mobile,Germany,Groceries,0,13,100.92,1,36,0,0,0,1,0,1,0,Low
T0004949,C13953,2025-06-07 19:56:23.781332,91.52,Credit Card,Mobile,India,Gaming,0,5,176.89,0,27,1,0,0,0,0,0,0,Low
T0004950,C13771,2025-07-05 19:56:23.781359,62.46,Debit Card,Mobile,Canada,Luxury,0,9,198.55,1,143,0,0,0,1,0,0,0,Low
T0004951,C02501,2025-12-26 19:56:23.781381,392.33,PayPal,Tablet,UK,Luxury,1,12,59.76,1,92,0,1,1,1,0,1,1,High
T0004952,C12889,2025-08-02 19:56:23.781403,26.27,PayPal,Tablet,Australia,Fashion,0,12,51.49,1,506,1,0,0,1,0,1,1,Medium
T0004953,C07715,2025-11-13 19:56:23.781425,24.75,Google Pay,Mobile,India,Luxury,1,2,190.88,4,1989,0,0,1,0,0,0,0,Medium
T0004954,C09070,2025-07-23 19:56:23.781447,444.12,Credit Card,Desktop,India,Fashion,1,7,114.61,3,878,0,1,1,0,0,0,1,Medium
T0004955,C18302,2026-02-09 19:56:23.781478,295.38,PayPal,Tablet,Australia,Luxury,1,11,162.76,0,1543,0,0,1,1,0,1,0,Medium
